,,"March 20, 2017",,,,
,Souhegan Coop," 215,572.57 ",,,,
495,South Hampton," 49,295.08 ",,,,
,,,,,,
499,Stark," 7,663.44 ",,,,
501,Stewartstown," 38,412.99 ",,,,
503,Stoddard," 46,153.07 ",,,,
507,Strafford," 168,480.73 ",,,,
509,Stratford," 34,753.70 ",,,,
,Stratham," 107,633.01 ",,,,
513,Sullivan," 22,894.53 ",,,,
515,Sunapee," 95,179.92 ",,,,
519,Surry," 11,495.16 ",,,,
525,Tamworth," 88,397.78 ",,,,
,,,,,,
,Thornton," 50,310.48 ",,,,
,Timberlane Regional," 1,398,520.32 ",,,,
539,Unity," 29,312.66 ",,,,
543,Wakefield," 127,078.99 ",,,,
549,Warren," 40,616.23 ",,,,
551,Washington," 35,405.09 ",,,,
553,Waterville Valley," 18,258.15 ",,,,
,Weare," 194,651.38 ",,,,
,Wentworth," 24,887.02 ",,,,
563,Westmoreland," 56,843.57 ",,,,
,,,,,,
,White Mountains Regional," 358,016.75 ",,,,
,Wilton-Lyndeborough Coop," 186,815.51 ",,,,
573,Winchester," 253,449.12 ",,,,
575,Windham," 828,226.28 ",,,,
579,Windsor," 3,831.72 ",,,,
,Winnacunnet Coop," 283,259.91 ",,,,
,Winnisquam Regional," 470,286.15 ",,,,
417,Orford," 28,182.30 ",,,,
,,,,,,
,," 52,802,538.52 ",,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
