       FY2018 Special Education Aid ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
441,Plainfield,,,"$99,786.24",,,"$155,518.98",,"$309,036.27","$235,347.97"," $170,393.53 ",,,,,,,,,
447,Plymouth,,,"$23,104.23",,,$0.00,,"$76,835.28","$18,483.38"," $13,382.10 ",,,,,,,,,
449,Portsmouth,,,"$325,554.41",,,"$61,305.84",,"$887,859.35","$321,749.37"," $232,948.72 ",,,,,,,,,
453,Raymond,,,"$355,039.43",,,$0.00,,"$731,156.81","$284,031.54"," $205,640.76 ",,,,,,,,,
457,Rivendell,,,"$9,459.67",,,$0.00,,"$63,190.82","$7,567.74"," $5,479.09 ",,,,,,,,,
461,Rochester,,,"$845,717.62",,,$0.00,,"$2,403,918.21","$676,574.10"," $489,844.23 ",,,,,,,,,
463,Rollinsford,,,"$84,488.74",,,$0.00,,"$138,219.79","$67,590.99"," $48,936.34 ",,,,,,,,,
471,Rye,,,"$72,907.98",,,$0.00,,"$126,639.03","$58,326.38"," $42,228.70 ",,,,,,,,,
473,Salem,,,"$960,606.51",,,"$302,681.52",,"$2,445,371.23","$1,071,166.73"," $775,531.97 ",,,,,,,,,
476,Sanborn Regional,,,"$332,074.22",,,"$30,077.21",,"$684,537.76","$295,736.59"," $214,115.29 ",,,,,,,,,
485,Seabrook,,,"$99,786.24",,,"$1,984.16",,"$155,501.45","$81,813.15"," $59,233.28 ",,,,,,,,,
486,Shaker Regional,,,"$83,924.05",,,$0.00,,"$245,117.21","$67,139.24"," $48,609.26 ",,,,,,,,,
491,Somersworth,,,"$280,955.15",,,$0.00,,"$693,383.98","$224,764.12"," $162,730.75 ",,,,,,,,,
493,Souhegan Cooperative,,,"$399,219.35",,,"$102,208.35",,"$930,244.50","$421,583.83"," $305,229.55 ",,,,,,,,,
503,Stoddard,,,"$113,763.90",,,$0.00,,"$221,226.01","$91,011.12"," $65,892.67 ",,,,,,,,,
511,Stratham,,,"$123,397.30",,,$0.00,,"$230,859.41","$98,717.84"," $71,472.39 ",,,,,,,,,
515,Sunapee,,,"$266,092.07",,,"$151,049.40",,"$564,901.87","$363,923.05"," $263,482.76 ",,,,,,,,,
534,Timberlane Regional,,,"$930,882.25",,,"$31,941.80",,"$1,795,881.07","$776,647.60"," $562,298.13 ",,,,,,,,,
539,Unity,,,"$125,182.37",,,"$5,804.04",,"$238,448.52","$105,949.94"," $76,708.47 ",,,,,,,,,
555,Weare,,,"$72,857.10",,,$0.00,,"$180,319.21","$58,285.68"," $42,199.23 ",,,,,,,,,
563,Westmoreland,,,"$57,726.30",,,$0.00,,"$126,991.00","$46,181.04"," $33,435.39 ",,,,,,,,,
568,White Mountains Regional,,,"$35,872.94",,,$0.00,,"$115,959.07","$28,698.35"," $20,777.80 ",,,,,,,,,
572,Wilton-Lyndeboro Cooperative,,,"$164,318.63",,,"$63,387.60",,"$603,823.61","$194,842.50"," $141,067.29 ",,,,,,,,,
573,Winchester,,,"$5,393.34",,,$0.00,,"$59,124.39","$4,314.67"," $3,123.85 ",,,,,,,,,
575,Windham,,,"$390,313.30",,,"$4,002.95",,"$1,146,551.02","$316,253.59"," $228,969.74 ",,,,,,,,,
581,Winnacunnet Cooperative,,,"$663,255.82",,,"$176,518.12",,"$1,257,661.85","$707,122.78"," $511,961.69 ",,,,,,,,,
582,Winnisquam Regional,,,"$80,140.71",,,$0.00,,"$348,795.98","$64,112.57"," $46,417.93 ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
