,,,,,,,,"October 6, 2003",,
,,,,,,,,"No Change from July 7, 2003",,
,New Hampshire Department of Education,,,,,,,,,
,"Division of Program Support, Bureau of Information Services",,,,,,,,,
,"101 Pleasant St., Concord, NH 03301-3860",,,,,,,,,
,Tel: 603-271-2778   Fax: 603-271-3875,,,,,,,,,
,,,,,,,,,,
,FY04 TARGETED AID,,,,,,,,,
,,,,,,,,,,
,00-01,1999,,2000,Target Rate,April 2001,Revenue,FY04 Aid,,
Targeted,Total ADM,Median,0.5%,Census, = Portion,Equalized,Per ADM,per ADM,FY04,
AID,w/o,Family,Portion,Median,of Income /,Vaulation,at Target,with ,Targeted,
,Home Sch,Income,of Income,Home,Home Vaule,w Utilities,Rate,Adj% =,Aid,
,, ,,Value,,,,42.585434%,,
Northwood,722.8 ,"50,675 ",253 ,"114,500 ",2.21 ,"276,094,283 ",844 ,31.88 ,"23,042 ",
Nottingham,638.7 ,"62,423 ",312 ,"141,600 ",2.20 ,"324,194,073 ","1,117 ",0.00 ,0 ,
,,,,,,,,,,
Odell,0.0 ,"33,593 ",168 ,"70,500 ",2.38 ,"1,607,643 ",0 ,0.00 ,0 ,
Orange,51.9 ,"41,250 ",206 ,"105,900 ",1.95 ,"16,602,076 ",624 ,125.73 ,"6,526 ",
Orford,141.1 ,"46,250 ",231 ,"108,800 ",2.13 ,"74,995,056 ","1,132 ",0.00 ,0 ,
Ossipee,719.2 ,"34,709 ",174 ,"95,700 ",1.81 ,"325,961,359 ",820 ,42.03 ,"30,226 ",
Pelham,"1,900.6 ","68,608 ",343 ,"172,700 ",1.99 ,"971,413,781 ","1,017 ",0.00 ,0 ,
,,,,,,,,,,
Pembroke,"1,144.5 ","49,494 ",247 ,"112,500 ",2.20 ,"362,656,946 ",697 ,94.50 ,"108,161 ",
Penacook,706.5 ,"42,447 ",212 ,"112,300 ",1.89 ,"236,164,266 ",632 ,122.33 ,"86,423 ",
Peterborough,988.2 ,"47,381 ",237 ,"129,400 ",1.83 ,"441,855,372 ",818 ,42.92 ,"42,410 ",
Piermont,111.3 ,"38,611 ",193 ,"97,900 ",1.97 ,"49,442,228 ",875 ,18.70 ,"2,081 ",
Pinkham's Grant,0.0 ,"33,593 ",168 ,"70,500 ",2.38 ,"3,114,645 ",0 ,0.00 ,0 ,
,,,,,,,,,,
Pittsburg,126.1 ,"38,516 ",193 ,"81,700 ",2.36 ,"128,473,884 ","2,404 ",0.00 ,0 ,
Pittsfield,752.0 ,"38,833 ",194 ,"92,900 ",2.09 ,"156,703,313 ",436 ,205.90 ,"154,840 ",
Plainfield,351.0 ,"57,083 ",285 ,"113,800 ",2.51 ,"159,375,961 ","1,140 ",0.00 ,0 ,
Plaistow,"1,295.3 ","61,707 ",309 ,"158,100 ",1.95 ,"716,741,601 ","1,079 ",0.00 ,0 ,
Plymouth,713.5 ,"35,618 ",178 ,"92,300 ",1.93 ,"194,956,898 ",527 ,166.80 ,"119,010 ",
,,,,,,,,,,
Portsmouth,"2,148.3 ","45,195 ",226 ,"168,600 ",1.34 ,"2,956,059,309 ","1,844 ",0.00 ,0 ,
Randolph,44.2 ,"50,139 ",251 ,"140,000 ",1.79 ,"40,756,300 ","1,651 ",0.00 ,0 ,
Raymond,"1,739.7 ","48,829 ",244 ,"116,200 ",2.10 ,"568,196,377 ",686 ,99.29 ,"172,737 ",
Richmond,188.2 ,"49,141 ",246 ,"113,200 ",2.17 ,"59,822,225 ",690 ,97.63 ,"18,374 ",
Rindge,756.1 ,"50,494 ",252 ,"114,400 ",2.21 ,"355,001,204 ","1,038 ",0.00 ,0 ,
,,,,,,,,,,
Rochester,"4,295.6 ","40,596 ",203 ,"99,400 ",2.04 ,"1,433,752,892 ",681 ,101.41 ,"435,607 ",
Rollinsford,329.9 ,"48,588 ",243 ,"132,000 ",1.84 ,"171,416,442 ",956 ,0.00 ,0 ,
Roxbury,34.0 ,"49,375 ",247 ,"103,800 ",2.38 ,"15,952,983 ","1,117 ",0.00 ,0 ,
Rumney,227.0 ,"38,125 ",191 ,"91,200 ",2.09 ,"104,739,928 ",964 ,0.00 ,0 ,
Rye,710.4 ,"63,152 ",316 ,"311,100 ",1.01 ,"1,194,208,388 ","1,698 ",0.00 ,0 ,
,,,,,,,,,,
Salem,"4,446.5 ","58,090 ",290 ,"168,900 ",1.72 ,"3,058,355,511 ","1,183 ",0.00 ,0 ,
Salisbury,177.8 ,"55,000 ",275 ,"101,500 ",2.71 ,"79,523,445 ","1,212 ",0.00 ,0 ,
Sanbornton,382.1 ,"48,458 ",242 ,"122,200 ",1.98 ,"240,076,537 ","1,244 ",0.00 ,0 ,
Sandown,"1,051.7 ","67,581 ",338 ,"144,100 ",2.34 ,"340,402,663 ",757 ,68.83 ,"72,393 ",
Sandwich,180.8 ,"47,292 ",236 ,"140,900 ",1.68 ,"233,441,242 ","2,169 ",0.00 ,0 ,
,,,,,,,,,,
Seabrook,"1,048.0 ","42,874 ",214 ,"181,900 ",1.18 ,"1,470,568,375 ","1,656 ",0.00 ,0 ,
Sharon,55.1 ,"66,250 ",331 ,"158,900 ",2.08 ,"30,927,303 ","1,167 ",0.00 ,0 ,
Shelburne,61.3 ,"44,375 ",222 ,"110,900 ",2.00 ,"54,923,659 ","1,792 ",0.00 ,0 ,
Somersworth,"1,639.8 ","42,739 ",214 ,"105,500 ",2.03 ,"546,440,254 ",676 ,103.29 ,"169,382 ",
South Hampton,142.6 ,"63,750 ",319 ,"210,300 ",1.52 ,"105,490,566 ","1,124 ",0.00 ,0 ,
,,,,,,,,,,
Springfield,182.5 ,"44,659 ",223 ,"118,100 ",1.89 ,"96,015,392 ",994 ,0.00 ,0 ,
Stark,95.3 ,"37,946 ",190 ,"71,100 ",2.67 ,"39,763,633 ","1,114 ",0.00 ,0 ,
Stewartstown,131.5 ,"30,700 ",154 ,"63,300 ",2.42 ,"50,626,999 ",932 ,0.00 ,0 ,
Stoddard,98.2 ,"37,639 ",188 ,"115,900 ",1.62 ,"119,058,249 ","1,964 ",0.00 ,0 ,
Strafford,762.8 ,"59,044 ",295 ,"135,100 ",2.19 ,"279,447,405 ",802 ,49.71 ,"37,921 ",
,,,,,,,,,,
Stratford,132.7 ,"28,594 ",143 ,"59,000 ",2.42 ,"46,314,730 ",845 ,31.69 ,"4,205 ",
Stratham,"1,278.5 ","76,726 ",384 ,"207,200 ",1.85 ,"805,071,945 ","1,165 ",0.00 ,0 ,
Success,0.0 ,"33,593 ",168 ,"70,500 ",2.38 ,"8,087,060 ",0 ,0.00 ,0 ,
Sugar Hill,69.1 ,"49,219 ",246 ,"156,300 ",1.57 ,"84,272,228 ","1,915 ",0.00 ,0 ,
Sullivan,99.2 ,"51,058 ",255 ,"91,700 ",2.78 ,"25,383,806 ",711 ,88.44 ,"8,773 ",
,,,,,,,,,,
Sunapee,523.4 ,"49,353 ",247 ,"136,100 ",1.81 ,"547,200,099 ","1,892 ",0.00 ,0 ,
Surry,91.1 ,"56,964 ",285 ,"122,800 ",2.32 ,"47,128,509 ","1,200 ",0.00 ,0 ,
Sutton,240.0 ,"50,924 ",255 ,"122,100 ",2.09 ,"137,886,531 ","1,201 ",0.00 ,0 ,
Swanzey,"1,207.3 ","44,819 ",224 ,"107,000 ",2.09 ,"337,614,745 ",584 ,142.48 ,"172,013 ",
Tamworth,369.1 ,"35,200 ",176 ,"98,200 ",1.79 ,"177,440,182 ",861 ,24.92 ,"9,196 ",
,,,,,,,,,,
Temple,223.8 ,"56,500 ",283 ,"124,800 ",2.26 ,"86,917,376 ",878 ,17.59 ,"3,937 ",
Thornton,300.9 ,"38,380 ",192 ,"106,600 ",1.80 ,"164,401,918 ",983 ,0.00 ,0 ,
Tilton,562.8 ,"41,977 ",210 ,"95,900 ",2.19 ,"292,801,429 ","1,139 ",0.00 ,0 ,
Troy,376.9 ,"41,875 ",209 ,"89,600 ",2.34 ,"84,772,659 ",526 ,167.24 ,"63,033 ",
Tuftonboro,274.0 ,"45,729 ",229 ,"158,000 ",1.45 ,"465,157,712 ","2,462 ",0.00 ,0 ,
,,,,,,,,,,
Unity,186.1 ,"41,594 ",208 ,"88,100 ",2.36 ,"61,247,647 ",777 ,60.61 ,"11,280 ",
Wakefield,722.1 ,"42,500 ",213 ,"106,600 ",1.99 ,"403,140,201 ","1,111 ",0.00 ,0 ,
Walpole,572.2 ,"44,673 ",223 ,"118,400 ",1.89 ,"259,682,702 ",858 ,26.10 ,"14,934 ",
Warner,427.8 ,"44,142 ",221 ,"112,700 ",1.96 ,"171,062,069 ",784 ,57.62 ,"24,649 ",
Warren,157.7 ,"34,432 ",172 ,"74,200 ",2.32 ,"37,711,168 ",555 ,155.11 ,"24,461 ",
,,,,,,,,,,
Washington,123.3 ,"43,125 ",216 ,"110,500 ",1.95 ,"105,478,389 ","1,668 ",0.00 ,0 ,
Waterville Valley,38.1 ,"40,417 ",202 ,"362,500 ",0.56 ,"196,203,690 ","2,884 ",0.00 ,0 ,
Weare,"1,697.7 ","59,924 ",300 ,"123,800 ",2.42 ,"464,563,354 ",662 ,109.36 ,"185,665 ",
Webster,244.4 ,"54,052 ",270 ,"108,200 ",2.50 ,"106,468,704 ","1,089 ",0.00 ,0 ,
Wentworth,160.6 ,"44,219 ",221 ,"97,100 ",2.28 ,"47,135,347 ",669 ,106.40 ,"17,088 ",
,,,,,,,,,,
Wentworth Location (1),6.0 ,"33,593 ",168 ,"70,500 ",2.38 ,"8,223,451 ","3,262 ",0.00 ,0 ,
Westmoreland,254.2 ,"55,875 ",279 ,"128,500 ",2.17 ,"97,456,134 ",832 ,37.09 ,"9,427 ",
Whitefield,336.4 ,"34,583 ",173 ,"78,900 ",2.19 ,"101,896,047 ",663 ,108.88 ,"36,628 ",
Wilmot,202.9 ,"49,605 ",248 ,"141,300 ",1.76 ,"88,314,433 ",766 ,65.14 ,"13,217 ",
Wilton,529.7 ,"54,276 ",271 ,"130,900 ",2.07 ,"265,888,161 ","1,039 ",0.00 ,0 ,
,,,,,,,,,,
Winchester,697.3 ,"37,364 ",187 ,"84,300 ",2.22 ,"153,978,608 ",490 ,182.61 ,"127,334 ",
Windham,"2,062.2 ","94,794 ",474 ,"230,100 ",2.06 ,"1,259,857,235 ","1,259 ",0.00 ,0 ,
Windsor,24.7 ,"45,750 ",229 ,"85,000 ",2.69 ,"14,727,144 ","1,604 ",0.00 ,0 ,
Wolfeboro,925.6 ,"44,012 ",220 ,"149,800 ",1.47 ,"888,440,856 ","1,411 ",0.00 ,0 ,
Woodstock,185.4 ,"35,556 ",178 ,"93,900 ",1.89 ,"153,021,293 ","1,560 ",0.00 ,0 ,
,,,,,,,,,,
,,,,,,,,,,
, ,,,,,,,,,
, ,,,,,,,,,
