,"May 20, 2014",,,,
Stewartstown," 41,290.64 ",,,,
Stoddard," 51,810.91 ",,,,
Strafford," 176,529.72 ",,,,
Stratford," 24,446.92 ",,,,
Stratham," 111,168.56 ",,,,
Sullivan," 18,462.22 ",,,,
Sunapee," 113,389.30 ",,,,
Surry," 7,527.92 ",,,,
Tamworth," 100,723.57 ",,,,
Thornton," 56,741.70 ",,,,
,,,,,
Timberlane Regional," 1,349,699.60 ",,,,
Unity," 58,830.69 ",,,,
Wakefield," 181,422.87 ",,,,
Warren," 35,174.21 ",,,,
Washington," 41,290.64 ",,,,
Waterville Valley," 5,645.94 ",,,,
Weare," 219,909.37 ",,,,
Wentworth," 17,822.35 ",,,,
Westmoreland," 60,599.76 ",,,,
White Mountains Regional," 333,355.12 ",,,,
,,,,,
Wilton-Lyndeborough Coop," 178,712.82 ",,,,
Winchester," 298,933.70 ",,,,
Windham," 833,096.09 ",,,,
Windsor," 5,645.94 ",,,,
Winnacunnet Coop," 313,462.58 ",,,,
Winnisquam Regional," 391,941.16 ",,,,
Orford," 28,041.50 ",,,,
,,,,,
Totals," 52,025,662.22 ",,,,
,,,,,
,,,,,
,,,,,
