,,,,,,,,,,,,,,,,,
Mascoma Valley Regional,,"$185,007.39 ",,"$48,690.91 ","$429,651.25 ","$196,696.82 ","$146,397.49 ",,,,,,,,,,
Mason,,"$24,576.09 ",,$0.00 ,"$73,564.33 ","$19,660.87 ","$14,633.19 ",,,,,,,,,,
Merrimack,,"$1,017,966.94 ",,"$303,051.38 ","$3,035,606.66 ","$1,117,424.93 ","$831,676.92 ",,,,,,,,,,
Merrimack Valley,,"$315,678.37 ",,$0.00 ,"$952,525.47 ","$252,542.70 ","$187,962.45 ",,,,,,,,,,
Milan,,"$18,796.42 ",,$0.00 ,"$116,772.90 ","$15,037.14 ","$11,191.84 ",,,,,,,,,,
Milford,,"$51,882.22 ",,$0.00 ,"$260,753.37 ","$41,505.78 ","$30,891.92 ",,,,,,,,,,
Monadnock Regional,,"$370,288.27 ",,"$60,686.16 ","$969,845.05 ","$356,916.78 ","$265,645.98 ",,,,,,,,,,
Monroe,,"$57,663.21 ",,$0.00 ,"$106,651.45 ","$46,130.57 ","$34,334.05 ",,,,,,,,,,
Mont Vernon,,"$179,531.00 ",,"$84,944.34 ","$356,798.58 ","$228,569.14 ","$170,119.42 ",,,,,,,,,,
Moultonborough,,"$143,463.92 ",,"$86,571.15 ","$328,011.55 ","$201,342.29 ","$149,855.02 ",,,,,,,,,,
Nashua,,"$647,468.59 ",,"$6,234.60 ","$2,074,362.10 ","$524,209.47 ","$390,158.57 ",,,,,,,,,,
Nelson,,"$127,696.53 ",,$0.00 ,"$225,374.18 ","$102,157.22 ","$76,033.57 ",,,,,,,,,,
Newfound Area,,"$245,902.48 ",,"$1,141.54 ","$491,985.21 ","$197,863.52 ","$147,265.84 ",,,,,,,,,,
Newmarket,,"$86,068.38 ",,$0.00 ,"$379,997.81 ","$68,854.70 ","$51,247.17 ",,,,,,,,,,
Newport,,"$392,727.66 ",,"$37,010.26 ","$1,096,330.92 ","$351,192.39 ","$261,385.43 ",,,,,,,,,,
Northwood,,"$309,985.84 ",,"$4,633.14 ","$602,356.30 ","$252,621.81 ","$188,021.34 ",,,,,,,,,,
Nottingham,,"$92,779.76 ",,$0.00 ,"$337,720.95 ","$74,223.81 ","$55,243.29 ",,,,,,,,,,
Oyster River Cooperative,,"$206,929.54 ",,"$12,710.08 ","$709,522.00 ","$178,253.71 ","$132,670.65 ",,,,,,,,,,
Pelham,,"$319,540.39 ",,$0.00 ,"$809,422.77 ","$255,632.31 ","$190,261.99 ",,,,,,,,,,
Pembroke,,"$223,500.34 ",,"$106,368.86 ","$672,786.87 ","$285,169.13 ","$212,245.65 ",,,,,,,,,,
Pemi-Baker Regional,,"$89,947.33 ",,$0.00 ,"$184,695.48 ","$71,957.86 ","$53,556.79 ",,,,,,,,,,
Pittsfield,,"$204,486.34 ",,"$19,001.55 ","$419,440.84 ","$182,590.62 ","$135,898.53 ",,,,,,,,,,
Plainfield,,"$19,265.79 ",,$0.00 ,"$117,242.27 ","$15,412.63 ","$11,471.31 ",,,,,,,,,,
Plymouth,,"$97,369.49 ",,"$76,088.85 ","$225,674.90 ","$153,984.44 ","$114,607.52 ",,,,,,,,,,
Portsmouth,,"$286,368.05 ",,"$79,197.57 ","$875,498.89 ","$308,292.01 ","$229,455.55 ",,,,,,,,,,
Profile Regional,,"$64,889.21 ",,"$48,727.56 ","$196,088.47 ","$101,583.86 ","$75,606.83 ",,,,,,,,,,
Raymond,,"$393,666.90 ",,"$173,946.56 ","$1,057,495.84 ","$488,880.08 ","$363,863.62 ",,,,,,,,,,
Rivendell,,"$6,929.56 ",,$0.00 ,"$55,917.80 ","$5,543.65 ","$4,126.03 ",,,,,,,,,,
Rochester,,"$349,900.42 ",,$0.00 ,"$966,696.63 ","$279,920.33 ","$208,339.08 ",,,,,,,,,,
Rollinsford,,"$41,459.01 ",,$0.00 ,"$90,447.25 ","$33,167.21 ","$24,685.69 ",,,,,,,,,,
Salem,,"$1,025,859.90 ",,"$381,265.50 ","$2,974,749.03 ","$1,201,953.42 ","$894,589.77 ",,,,,,,,,,
Sanborn Regional,,"$340,005.66 ",,"$44,613.48 ","$727,536.81 ","$316,618.01 ","$235,652.42 ",,,,,,,,,,
Seabrook,,"$133,808.79 ",,$0.00 ,"$280,773.50 ","$107,047.03 ","$79,672.95 ",,,,,,,,,,
Shaker Regional,,"$146,724.54 ",,$0.00 ,"$244,701.02 ","$117,379.63 ","$87,363.30 ",,,,,,,,,,
Somersworth,,"$362,294.81 ",,"$294,971.44 ","$1,049,172.16 ","$584,807.29 ","$435,260.31 ",,,,,,,,,,
Souhegan Cooperative,,"$259,903.72 ",,"$5,204.78 ","$613,679.41 ","$213,127.75 ","$158,626.70 ",,,,,,,,,,
Stewartstown,,"$84,099.76 ",,$0.00 ,"$133,088.00 ","$67,279.81 ","$50,075.01 ",,,,,,,,,,
Stoddard,,"$124,146.09 ",,$0.00 ,"$269,587.28 ","$99,316.88 ","$73,919.55 ",,,,,,,,,,
Strafford,,"$50,317.72 ",,$0.00 ,"$150,829.20 ","$40,254.18 ","$29,960.37 ",,,,,,,,,,
Stratham,,"$61,714.54 ",,$0.00 ,"$110,702.78 ","$49,371.63 ","$36,746.31 ",,,,,,,,,,
Sunapee,,"$416,915.48 ",,"$55,562.05 ","$815,395.20 ","$389,094.43 ","$289,595.17 ",,,,,,,,,,
Tamworth,,"$40,223.80 ",,$0.00 ,"$89,212.04 ","$32,179.04 ","$23,950.21 ",,,,,,,,,,
Timberlane Regional,,"$839,218.25 ",,"$144,327.01 ","$1,865,333.55 ","$815,701.61 ","$607,110.31 ",,,,,,,,,,
Unity,,"$174,613.97 ",,"$92,282.79 ","$462,849.71 ","$231,973.97 ","$172,653.56 ",,,,,,,,,,
Wakefield,,"$43,741.76 ",,$0.00 ,"$92,730.00 ","$34,993.41 ","$26,044.89 ",,,,,,,,,,
Weare,,"$153,944.80 ",,$0.00 ,"$349,897.75 ","$123,155.84 ","$91,662.42 ",,,,,,,,,,
Westmoreland,,"$35,209.04 ",,$0.00 ,"$84,197.28 ","$28,167.23 ","$20,964.30 ",,,,,,,,,,
White Mountains Regional,,"$12,699.30 ",,$0.00 ,"$61,687.54 ","$10,159.44 ","$7,561.47 ",,,,,,,,,,
Wilton-Lyndeboro Cooperative,,"$139,650.19 ",,"$70,697.00 ","$357,311.90 ","$182,417.15 ","$135,769.42 ",,,,,,,,,,
Winchester,,"$120,195.60 ",,$0.00 ,"$365,136.79 ","$96,156.48 ","$71,567.34 ",,,,,,,,,,
Windham,,"$549,469.85 ",,"$4,662.94 ","$1,386,932.84 ","$444,238.82 ","$330,638.02 ",,,,,,,,,,
Winnacunnet Cooperative,,"$283,605.25 ",,"$163,016.45 ","$642,574.65 ","$389,900.65 ","$290,195.22 ",,,,,,,,,,
Winnisquam Regional,,"$225,503.30 ",,"$226,898.37 ","$697,342.86 ","$407,301.01 ","$303,145.95 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,," 13,996.64 ",,,,,,,,,,,
,,,,,,3.5,,,,,,,,,,,
,,,,,," 48,988.24 ",,,,,,,,,,,
