,,"November 18,2020",,,,
,Souhegan Coop," 178,803.34 ",,,,
495,South Hampton," 53,081.36 ",,,,
,,,,,,
499,Stark," 6,340.38 ",,,,
501,Stewartstown," 45,374.27 ",,,,
503,Stoddard," 65,110.09 ",,,,
507,Strafford," 163,975.34 ",,,,
509,Stratford," 46,140.23 ",,,,
,Stratham," 143,876.79 ",,,,
513,Sullivan," 17,668.78 ",,,,
515,Sunapee," 100,363.45 ",,,,
519,Surry," 20,184.94 ",,,,
525,Tamworth," 122,264.27 ",,,,
,,,,,,
,Thornton," 53,032.68 ",,,,
,Timberlane Regional," 1,458,454.40 ",,,,
539,Unity," 55,095.93 ",,,,
543,Wakefield," 229,688.77 ",,,,
549,Warren," 38,024.51 ",,,,
551,Washington," 23,738.61 ",,,,
553,Waterville Valley," 13,030.12 ",,,,
,Weare," 290,330.19 ",,,,
,Wentworth," 25,804.65 ",,,,
563,Westmoreland," 65,398.59 ",,,,
,,,,,,
,White Mountains Regional," 408,791.39 ",,,,
,Wilton-Lyndeborough Coop," 215,447.37 ",,,,
573,Winchester," 289,126.48 ",,,,
575,Windham," 911,700.04 ",,,,
579,Windsor," 3,990.42 ",,,,
,Winnacunnet Coop," 304,106.12 ",,,,
,Winnisquam Regional," 499,930.59 ",,,,
417,Orford," 40,861.90 ",,,,
,,,,,,
,," 58,984,180.68 ",,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
