235,Harrisville,"19,020.94"
236,Hart's Location,931.16
238,Haverhill,"219,096.80"
245,Henniker,"134,302.98"
247,Hill,"32,969.85"
251,Hillsboro-Deering Coop,"420,938.64"
255,Hinsdale,"217,838.62"
257,Holderness,"47,521.51"
259,Hollis,"193,703.36"
260,Hollis-Brookline Coop,"285,749.99"
261,Hooksett,"543,165.20"
263,Hopkinton,"334,082.15"
267,Hudson,"987,704.37"
269,Inter-Lakes Coop,"339,170.53"
271,Jackson,"31,649.02"
274,Jaffrey-Rindge Coop,"440,260.05"
275,John Stark Regional,"156,205.79"
276,Kearsarge Regional,"407,810.75"
279,Keene,"1,033,230.07"
281,Kensington,"37,073.00"
285,Laconia,"719,389.73"
288,Lafayette Regional,"28,689.73"
291,Landaff,"25,048.46"
295,Lebanon,"439,668.87"
299,Lempster,"67,684.51"
305,Lincoln-Woodstock Coop,"90,441.27"
306,Lisbon Regional,"126,829.51"
315,Litchfield,"452,985.30"
317,Littleton,"289,074.60"
319,Londonderry,"1,331,851.16"
327,Lyme,"96,395.78"
333,Madison,"72,473.41"
335,Manchester,"4,910,839.70"
339,Marlborough,"85,295.23"
341,Marlow,"48,283.68"
342,Mascenic Regional,"221,670.23"
343,Mascoma Valley,"514,041.12"
345,Mason,"37,999.37"
351,Merrimack,"1,357,144.44"
352,Merrimack Valley,"968,549.34"
353,Middleton,"87,207.04"
355,Milan,"57,139.62"
357,Milford,"782,157.83"
359,Milton,"213,225.10"
363,Monadnock Regional,"595,346.32"
365,Monroe,"45,071.20"
367,Mont Vernon,"80,158.36"
369,Moultonborough,"196,885.33"
371,Nashua,"3,686,281.36"
375,Nelson,"15,961.68"
377,New Boston,"334,587.14"
381,New Castle,"15,961.68"
387,Newfields,"41,068.01"
388,Newfound Area,"332,982.78"
391,Newington,"24,597.15"
399,Newmarket,"320,264.13"
401,Newport,"416,026.42"
405,North Hampton,"137,297.99"
407,Northumberland,"146,451.81"
411,Northwood,"207,131.73"
413,Nottingham,"165,365.20"
417,Orford,"36,970.84"
423,Oyster River Coop,"595,957.46"
425,Pelham,"631,294.22"
427,Pembroke,"309,483.61"
428,Pemi-Baker Coop,"168,428.04"
435,Piermont,"15,893.44"
437,Pittsburg,"9,976.05"
439,Pittsfield,"262,547.69"
441,Plainfield,"63,302.83"
447,Plymouth,"149,827.91"
449,Portsmouth,"749,459.73"
450,Profile Regional,"46,607.30"
453,Raymond,"514,664.22"
461,Rochester,"1,578,240.04"
463,Rollinsford,"87,258.31"
467,Rumney,"50,952.47"
471,Rye,"139,384.97"
473,Salem,"959,195.01"
476,Sanborn Regional,"580,143.82"
485,Seabrook,"163,560.93"
486,Shaker Regional,"462,004.84"
491,Somersworth,"605,678.52"
493,Souhegan Coop,"202,991.47"
495,South Hampton,"49,880.25"
499,Stark,"11,164.80"
501,Stewartstown,"31,585.97"
503,Stoddard,"64,034.27"
507,Strafford,"174,535.58"
509,Stratford,"50,511.14"
511,Stratham,"157,621.59"
513,Sullivan,"21,470.85"
515,Sunapee,"94,899.57"
519,Surry,"25,937.73"
525,Tamworth,"121,659.33"
531,Thornton,"50,235.79"
534,Timberlane Regional,"1,485,290.99"
539,Unity,"53,235.79"
543,Wakefield,"226,231.47"
549,Warren,"32,413.18"
551,Washington,"22,437.53"
553,Waterville Valley,"11,971.26"
555,Weare,"318,165.96"
559,Wentworth,"21,927.56"
563,Westmoreland,"73,601.30"
568,White Mountains Regional,"403,437.84"
572,Wilton-Lyndeborough Coop,"205,537.56"
573,Winchester,"270,434.95"
575,Windham,"936,056.76"
579,Windsor,"1,995.21"
581,Winnacunnet Coop,"333,048.44"
582,Winnisquam Regional,"555,197.91"
,,
,Total,"58,607,614.97"
