Hollis/Brookline Cooperative,,"$651,777.18 ",,"$248,953.60 ","$1,462,443.78 ","$770,375.35 ","$579,519.86 ",,,,,,,,,,
Hooksett,,"$426,558.31 ",,"$73,892.27 ","$1,006,156.48 ","$415,138.92 ","$312,290.95 ",,,,,,,,,,
Hopkinton,,"$93,916.81 ",,"$37,684.06 ","$182,171.46 ","$112,817.51 ","$84,867.70 ",,,,,,,,,,
Hudson,,"$487,719.55 ",,"$157,248.45 ","$1,555,238.62 ","$547,424.09 ","$411,803.33 ",,,,,,,,,,
Inter-Lakes Cooperative,,"$49,112.49 ",,$0.00 ,"$99,683.08 ","$39,289.99 ","$29,556.15 ",,,,,,,,,,
Jaffrey-Rindge Cooperative,,"$495,928.14 ",,"$169,653.47 ","$1,221,858.10 ","$566,395.98 ","$426,075.06 ",,,,,,,,,,
John Stark Regional,,"$111,220.55 ",,"$176,477.01 ","$377,030.51 ","$265,453.45 ","$199,689.08 ",,,,,,,,,,
Kearsarge Regional,,"$739,038.96 ",,"$522,969.81 ","$1,717,144.08 ","$1,114,200.98 ","$838,164.93 ",,,,,,,,,,
Keene,,"$900,765.17 ",,"$105,426.37 ","$1,857,441.22 ","$826,038.50 ","$621,392.83 ",,,,,,,,,,
Laconia,,"$141,982.37 ",,$0.00 ,"$344,264.73 ","$113,585.90 ","$85,445.73 ",,,,,,,,,,
Lebanon,,"$340,210.10 ",,"$327,383.60 ","$1,122,729.01 ","$599,551.68 ","$451,016.65 ",,,,,,,,,,
Lincoln-Woodstock Cooperative,,"$77,603.23 ",,$0.00 ,"$128,173.82 ","$62,082.58 ","$46,702.03 ",,,,,,,,,,
Litchfield,,"$137,431.40 ",,$0.00 ,"$491,425.53 ","$109,945.12 ","$82,706.93 ",,,,,,,,,,
Londonderry,,"$500,253.80 ",,$0.00 ,"$1,208,242.06 ","$400,203.04 ","$301,055.34 ",,,,,,,,,,
Lyme,,"$27,021.92 ",,$0.00 ,"$128,163.10 ","$21,617.54 ","$16,261.93 ",,,,,,,,,,
Madison,,"$138,589.71 ",,"$6,175.82 ","$296,477.30 ","$117,047.59 ","$88,049.81 ",,,,,,,,,,
Manchester,,"$991,881.39 ",,"$31,438.00 ","$2,793,290.03 ","$824,943.11 ","$620,568.82 ",,,,,,,,,,
Marlow,,"$50,641.64 ",,$0.00 ,"$202,353.41 ","$40,513.31 ","$30,476.40 ",,,,,,,,,,
Mascenic Regional,,"$97,483.85 ",,$0.00 ,"$350,336.80 ","$77,987.08 ","$58,666.29 ",,,,,,,,,,
Mascoma Valley Regional,,"$236,767.99 ",,$0.00 ,"$590,762.12 ","$189,414.39 ","$142,488.21 ",,,,,,,,,,
Mason,,"$23,380.98 ",,$0.00 ,"$73,951.57 ","$18,704.78 ","$14,070.80 ",,,,,,,,,,
Merrimack,,"$1,148,310.04 ",,"$276,507.24 ","$3,953,346.77 ","$1,195,155.27 ","$899,063.32 ",,,,,,,,,,
Merrimack Valley,,"$362,288.12 ",,$0.00 ,"$1,120,846.97 ","$289,830.50 ","$218,026.87 ",,,,,,,,,,
Milan,,"$8,652.41 ",,$0.00 ,"$59,223.00 ","$6,921.93 ","$5,207.07 ",,,,,,,,,,
Milford,,"$23,680.37 ",,$0.00 ,"$175,392.14 ","$18,944.30 ","$14,250.97 ",,,,,,,,,,
Milton,,"$13,798.37 ",,$0.00 ,"$114,939.55 ","$11,038.70 ","$8,303.93 ",,,,,,,,,,
Monadnock Regional,,"$385,511.68 ",,"$25,592.93 ","$916,810.51 ","$334,002.27 ","$251,255.38 ",,,,,,,,,,
Monroe,,"$69,226.32 ",,$0.00 ,"$119,796.91 ","$55,381.06 ","$41,660.76 ",,,,,,,,,,
Mont Vernon,,"$1,087.86 ",,$0.00 ,"$51,658.45 ",$870.29 ,$654.68 ,,,,,,,,,,
Moultonborough,,"$93,916.81 ",,"$194,548.09 ","$339,035.49 ","$269,681.54 ","$202,869.69 ",,,,,,,,,,
Nashua,,"$715,118.25 ",,"$18,317.69 ","$2,503,406.58 ","$590,412.29 ","$444,141.48 ",,,,,,,,,,
New Boston,,"$15,925.44 ",,$0.00 ,"$117,066.62 ","$12,740.35 ","$9,584.01 ",,,,,,,,,,
Newfound Area,,"$100,702.99 ",,$0.00 ,"$252,414.76 ","$80,562.39 ","$60,603.58 ",,,,,,,,,,
Newington,,"$62,677.63 ",,$0.00 ,"$113,248.22 ","$50,142.10 ","$37,719.72 ",,,,,,,,,,
Newmarket,,"$116,853.86 ",,$0.00 ,"$521,418.58 ","$93,483.09 ","$70,323.26 ",,,,,,,,,,
Newport,,"$291,839.58 ",,$0.00 ,"$696,404.30 ","$233,471.66 ","$175,630.58 ",,,,,,,,,,
Northwood,,"$254,604.59 ",,"$63,271.15 ","$671,869.87 ","$266,954.82 ","$200,818.50 ",,,,,,,,,,
Nottingham,,"$110,735.68 ",,$0.00 ,"$313,018.04 ","$88,588.54 ","$66,641.31 ",,,,,,,,,,
Oyster River Cooperative,,"$232,608.32 ",,"$60,025.75 ","$646,628.20 ","$246,112.41 ","$185,139.66 ",,,,,,,,,,
Pelham,,"$591,641.15 ",,"$106,588.11 ","$1,254,505.75 ","$579,901.03 ","$436,234.32 ",,,,,,,,,,
Pembroke,,"$166,621.20 ",,$0.00 ,"$346,121.51 ","$133,296.96 ","$100,273.51 ",,,,,,,,,,
Pemi-Baker Regional,,"$137,762.28 ",,"$27,599.85 ","$317,073.90 ","$137,809.67 ","$103,668.22 ",,,,,,,,,,
Piermont,,"$93,916.81 ",,"$82,549.54 ","$227,036.94 ","$157,682.99 ","$118,618.05 ",,,,,,,,,,
Pittsfield,,"$197,542.59 ",,$0.00 ,"$399,824.95 ","$158,034.07 ","$118,882.16 ",,,,,,,,,,
Plainfield,,"$19,588.26 ",,$0.00 ,"$120,729.44 ","$15,670.61 ","$11,788.32 ",,,,,,,,,,
Plymouth,,"$93,916.81 ",,"$74,848.22 ","$219,335.62 ","$149,981.67 ","$112,824.68 ",,,,,,,,,,
Portsmouth,,"$277,647.63 ",,"$71,609.35 ","$825,738.25 ","$293,727.45 ","$220,958.39 ",,,,,,,,,,
Profile Regional,,"$114,125.14 ",,"$53,994.60 ","$269,260.92 ","$145,294.71 ","$109,298.89 ",,,,,,,,,,
Raymond,,"$496,134.04 ",,"$141,018.33 ","$1,142,858.27 ","$537,925.56 ","$404,658.00 ",,,,,,,,,,
Rivendell,,$339.43 ,,$0.00 ,"$50,910.02 ",$271.54 ,$204.27 ,,,,,,,,,,
Rochester,,"$622,455.84 ",,$0.00 ,"$1,438,548.85 ","$497,964.67 ","$374,597.16 ",,,,,,,,,,
Rollinsford,,"$78,746.49 ",,$0.00 ,"$179,887.67 ","$62,997.19 ","$47,390.05 ",,,,,,,,,,
Salem,,"$985,275.61 ",,"$365,502.59 ","$2,615,042.95 ","$1,153,723.08 ","$867,895.68 ",,,,,,,,,,
Sanborn Regional,,"$253,006.46 ",,$0.00 ,"$556,430.00 ","$202,405.17 ","$152,260.60 ",,,,,,,,,,
Seabrook,,"$65,351.82 ",,$0.00 ,"$166,493.00 ","$52,281.46 ","$39,329.07 ",,,,,,,,,,
Somersworth,,"$283,248.59 ",,"$339,451.78 ","$976,694.50 ","$566,050.65 ","$425,815.28 ",,,,,,,,,,
Souhegan Cooperative,,"$561,103.50 ",,"$160,462.91 ","$1,277,842.90 ","$609,345.71 ","$458,384.27 ",,,,,,,,,,
Stoddard,,"$61,396.39 ",,$0.00 ,"$162,537.57 ","$49,117.11 ","$36,948.67 ",,,,,,,,,,
Stratham,,"$44,708.92 ",,$0.00 ,"$96,528.60 ","$35,767.13 ","$26,906.06 ",,,,,,,,,,
Sunapee,,"$349,336.68 ",,"$9,417.38 ","$611,607.01 ","$288,886.72 ","$217,316.92 ",,,,,,,,,,
Tamworth,,"$43,211.49 ",,$0.00 ,"$116,564.13 ","$34,569.19 ","$26,004.90 ",,,,,,,,,,
Timberlane Regional,,"$895,931.37 ",,"$119,642.04 ","$1,976,414.62 ","$836,387.14 ","$629,177.66 ",,,,,,,,,,
Unity,,"$134,496.22 ",,"$190,618.34 ","$447,549.72 ","$298,215.32 ","$224,334.41 ",,,,,,,,,,
Warren,,"$10,307.30 ",,$0.00 ,"$18,757.65 ","$8,245.84 ","$6,202.99 ",,,,,,,,,,
Weare,,"$132,046.18 ",,$0.00 ,"$295,566.18 ","$105,636.94 ","$79,466.08 ",,,,,,,,,,
Westmoreland,,"$37,472.78 ",,$0.00 ,"$88,043.37 ","$29,978.22 ","$22,551.31 ",,,,,,,,,,
White Mountains Regional,,"$49,551.23 ",,$0.00 ,"$100,121.82 ","$39,640.98 ","$29,820.19 ",,,,,,,,,,
Wilton-Lyndeboro Cooperative,,"$131,821.02 ",,"$69,398.95 ","$403,502.33 ","$174,855.77 ","$131,536.39 ",,,,,,,,,,
Winchester,,"$20,421.98 ",,$0.00 ,"$121,563.16 ","$16,337.58 ","$12,290.05 ",,,,,,,,,,
Windham,,"$505,189.31 ",,"$3,161.02 ","$1,469,191.54 ","$407,312.47 ","$306,403.45 ",,,,,,,,,,
Winnacunnet Cooperative,,"$301,458.85 ",,"$180,861.60 ","$735,173.40 ","$422,028.68 ","$317,473.82 ",,,,,,,,,,
Winnisquam Regional,,"$74,936.86 ",,"$18,359.58 ","$249,316.83 ","$78,309.07 ","$58,908.51 ",,,,,,,,,,
,,,,,,, ,,,,,,,,,,
,,,,,,,,,,,,,,,,,
