112,Contoocook Valley,,"$634,060.93",,"$192,713.83","$1,635,226.23","$699,962.57"," $528,345.75 ",,,,,,
113,Conway,,"$392,869.38",,"$144,281.36","$965,154.46","$458,576.86"," $346,142.99 ",,,,,,
117,Croydon,,"$86,564.25",,$0.00,"$134,120.22","$69,251.40"," $52,272.34 ",,,,,,
127,Deerfield,,"$42,884.50",,$0.00,"$137,996.44","$34,307.60"," $25,896.06 ",,,,,,
131,Derry Cooperative,,"$1,273,300.26",,"$36,661.40","$3,239,711.54","$1,055,301.61"," $796,562.76 ",,,,,,
141,Dover,,"$250,245.49",,$0.00,"$678,249.21","$200,196.39"," $151,112.24 ",,,,,,
142,Dresden,,"$364,050.34",,"$126,043.86","$870,541.95","$417,284.13"," $314,974.41 ",,,,,,
165,Epping,,"$165,481.25",,$0.00,"$450,817.06","$132,385.00"," $99,926.85 ",,,,,,
167,Epsom,,"$87,498.70",,$0.00,"$182,610.64","$69,998.96"," $52,836.61 ",,,,,,
173,Exeter,,"$106,133.05",,$0.00,"$248,800.96","$84,906.44"," $64,089.08 ",,,,,,
172,Exeter Regional Cooperative,,"$471,948.26",,"$397,708.27","$1,345,216.22","$775,266.88"," $585,186.94 ",,,,,,
174,Fall Mountain Regional,,"$384,935.98",,"$29,192.26","$699,464.05","$337,141.04"," $254,480.80 ",,,,,,
175,Farmington,,"$219,846.53",,$0.00,"$457,626.37","$175,877.22"," $132,755.65 ",,,,,,
185,Franklin,,"$221,340.43",,"$148,540.06","$607,660.33","$325,612.40"," $245,778.75 ",,,,,,
189,Fremont,,"$75,604.54",,$0.00,"$170,716.48","$60,483.63"," $45,654.26 ",,,,,,
191,Gilford,,"$134,612.87",,$0.00,"$515,060.62","$107,690.30"," $81,286.79 ",,,,,,
195,Gilmanton,,"$113,243.03",,"$40,262.52","$248,617.49","$130,856.94"," $98,773.44 ",,,,,,
199,Goffstown,,"$377,303.21",,"$258,590.16","$1,016,341.12","$560,432.73"," $423,025.83 ",,,,,,
207,Goshen-Lempster Cooperative,,"$13,750.03",,$0.00,"$61,306.00","$11,000.02"," $8,303.04 ",,,,,,
208,Governor Wentworth Regional,,"$140,697.28",,$0.00,"$473,589.06","$112,557.82"," $84,960.90 ",,,,,,
211,Grantham,,"$30,700.07",,$0.00,"$78,256.04","$24,560.06"," $18,538.42 ",,,,,,
223,Hampstead,,"$430,441.67",,"$197,486.87","$960,820.32","$541,840.21"," $408,991.82 ",,,,,,
225,Hampton,,"$8,697.03",,$0.00,"$63,852.44","$6,957.62"," $5,251.75 ",,,,,,
233,Hanover,,"$9,705.30",,$0.00,"$104,817.24","$7,764.24"," $5,860.60 ",,,,,,
238,Haverhill Cooperative,,"$176,159.57",,$0.00,"$461,495.38","$140,927.66"," $106,375.01 ",,,,,,
251,Hillsboro-Deering Cooperative,,"$223,315.93",,"$136,568.18","$572,511.61","$315,220.93"," $237,935.06 ",,,,,,
255,Hinsdale,,"$117,689.29",,"$106,942.66","$414,855.83","$201,094.09"," $151,789.84 ",,,,,,
259,Hollis,,"$58,564.19",,$0.00,"$153,676.13","$46,851.35"," $35,364.34 ",,,,,,
260,Hollis/Brookline Cooperative,,"$362,737.99",,"$161,761.75","$857,391.52","$451,952.14"," $341,142.52 ",,,,,,
261,Hooksett,,"$331,787.93",,"$120,490.33","$927,837.95","$385,920.67"," $291,300.64 ",,,,,,
263,Hopkinton,,"$88,318.23",,"$26,930.49","$162,804.69","$97,585.07"," $73,659.17 ",,,,,,
267,Hudson,,"$373,786.71",,"$6,618.12","$998,632.42","$305,647.49"," $230,708.84 ",,,,,,
269,Inter-Lakes Cooperative,,"$69,308.12",,$0.00,"$164,420.06","$55,446.50"," $41,852.12 ",,,,,,
274,Jaffrey-Rindge Cooperative,,"$211,417.21",,"$42,907.54","$492,104.59","$212,041.31"," $160,053.02 ",,,,,,
275,John Stark Regional,,"$176,636.46",,"$243,370.96","$515,119.36","$384,680.13"," $290,364.25 ",,,,,,
276,Kearsarge Regional,,"$325,755.15",,"$140,595.93","$704,130.92","$401,200.05"," $302,833.82 ",,,,,,
279,Keene,,"$627,610.40",,"$34,633.30","$1,660,919.04","$536,721.62"," $405,128.21 ",,,,,,
285,Laconia,,"$96,292.69",,$0.00,"$238,960.60","$77,034.15"," $58,146.92 ",,,,,,
295,Lebanon,,"$403,770.30",,"$317,954.81","$1,054,616.89","$640,971.05"," $483,817.77 ",,,,,,
305,Lincoln-Woodstock Cooperative,,"$174,424.22",,"$23,243.88","$292,780.04","$162,783.26"," $122,872.06 ",,,,,,
315,Litchfield,,"$308,483.65",,"$118,648.41","$902,691.75","$365,435.33"," $275,837.90 ",,,,,,
319,Londonderry,,"$726,313.76",,"$17,287.54","$1,762,321.48","$598,338.55"," $451,637.90 ",,,,,,
327,Lyme,,"$16,014.31",,$0.00,"$63,570.28","$12,811.45"," $9,670.34 ",,,,,,
333,Madison,,"$12,624.03",,$0.00,"$60,180.00","$10,099.22"," $7,623.10 ",,,,,,
335,Manchester,,"$651,528.01",,$0.00,"$2,506,210.79","$521,222.41"," $393,429.10 ",,,,,,
339,Marlborough,,"$24,132.87",,$0.00,"$71,688.84","$19,306.30"," $14,572.78 ",,,,,,
341,Marlow,,"$6,938.00",,$0.00,"$54,493.97","$5,550.40"," $4,189.55 ",,,,,,
342,Mascenic Regional,,"$214,178.15",,"$13,789.40","$465,747.39","$185,131.92"," $139,741.28 ",,,,,,
343,Mascoma Valley Regional,,"$104,919.04",,$0.00,"$390,254.85","$83,935.23"," $63,355.99 ",,,,,,
345,Mason,,"$35,764.14",,$0.00,"$130,876.08","$28,611.31"," $21,596.39 ",,,,,,
351,Merrimack,,"$1,354,538.48",,"$271,963.45","$5,050,531.68","$1,355,594.23"," $1,023,229.64 ",,,,,,
352,Merrimack Valley,,"$316,180.13",,$0.00,"$1,172,187.57","$252,944.10"," $190,927.27 ",,,,,,
355,Milan,,"$10,354.23",,$0.00,"$57,910.20","$8,283.38"," $6,252.46 ",,,,,,
357,Milford,,"$105,862.45",,$0.00,"$391,198.26","$84,689.96"," $63,925.68 ",,,,,,
359,Milton,,"$27,192.11",,$0.00,"$74,748.08","$21,753.69"," $16,420.12 ",,,,,,
363,Monadnock Regional,,"$531,199.73",,"$115,934.94","$1,503,142.11","$540,894.72"," $408,278.16 ",,,,,,
365,Monroe,,"$60,277.33",,$0.00,"$107,833.30","$48,221.86"," $36,398.83 ",,,,,,
367,Mont Vernon,,"$184,872.89",,"$105,984.65","$433,525.45","$253,882.96"," $191,635.94 ",,,,,,
369,Moultonborough,,"$99,413.22",,$0.00,"$188,366.66","$79,530.57"," $60,031.27 ",,,,,,
371,Nashua,,"$1,078,982.85",,"$231,918.27","$3,213,139.87","$1,095,104.55"," $826,606.82 ",,,,,,
375,Nelson,,"$131,018.87",,$0.00,"$226,130.81","$104,815.10"," $79,116.53 ",,,,,,
388,Newfound Area,,"$181,517.66",,"$7,422.60","$331,608.17","$152,636.73"," $115,213.26 ",,,,,,
399,Newmarket,,"$122,799.42",,$0.00,"$455,691.20","$98,239.54"," $74,153.17 ",,,,,,
401,Newport,,"$388,065.66",,"$58,875.73","$900,097.46","$369,328.26"," $278,776.35 ",,,,,,
411,Northwood,,"$345,143.27",,"$36,180.27","$714,215.32","$312,294.89"," $235,726.43 ",,,,,,
413,Nottingham,,"$100,250.52",,$0.00,"$290,474.40","$80,200.42"," $60,536.88 ",,,,,,
423,Oyster River Cooperative,,"$266,648.99",,"$112,302.60","$854,511.28","$325,621.79"," $245,785.84 ",,,,,,
425,Pelham,,"$299,193.33",,"$61,368.15","$729,610.06","$300,722.81"," $226,991.59 ",,,,,,
427,Pembroke,,"$338,849.19",,"$144,545.77","$816,286.74","$415,625.12"," $313,722.15 ",,,,,,
428,Pemi-Baker Regional,,"$168,524.09",,$0.00,"$311,192.00","$134,819.27"," $101,764.28 ",,,,,,
439,Pittsfield,,"$269,009.83",,$0.00,"$601,901.61","$215,207.86"," $162,443.20 ",,,,,,
441,Plainfield,,"$8,935.78",,$0.00,"$56,491.75","$7,148.62"," $5,395.92 ",,,,,,
447,Plymouth,,"$88,318.23",,"$82,853.50","$218,727.70","$153,508.08"," $115,870.97 ",,,,,,
449,Portsmouth,,"$298,971.04",,"$80,754.11","$902,840.81","$319,930.94"," $241,490.27 ",,,,,,
450,Profile Regional,,"$163,961.22",,"$21,715.10","$328,344.23","$152,884.08"," $115,399.96 ",,,,,,
453,Raymond,,"$369,128.63",,"$42,790.72","$831,144.24","$338,093.63"," $255,199.83 ",,,,,,
461,Rochester,,"$531,665.14",,$0.00,"$1,545,406.21","$425,332.11"," $321,049.18 ",,,,,,
467,Rollinsford,,"$39,833.73",,$0.00,"$87,389.70","$31,866.98"," $24,053.84 ",,,,,,
471,Rye,,"$48,776.95",,$0.00,"$96,332.92","$39,021.56"," $29,454.25 ",,,,,,
473,Salem,,"$1,080,206.54",,"$449,798.85","$2,777,859.75","$1,313,964.09"," $991,806.37 ",,,,,,
476,Sanborn Regional,,"$257,393.34",,"$61,995.95","$557,169.13","$267,910.62"," $202,224.30 ",,,,,,
485,Seabrook,,"$102,346.47",,$0.00,"$245,014.38","$81,877.18"," $61,802.53 ",,,,,,
486,Shaker Regional,,"$131,627.42",,$0.00,"$226,739.36","$105,301.94"," $79,484.01 ",,,,,,
491,Somersworth,,"$260,954.99",,"$158,610.55","$752,457.32","$367,374.54"," $277,301.65 ",,,,,,
493,Souhegan Cooperative,,"$360,764.06",,$0.00,"$788,767.78","$288,611.25"," $217,849.54 ",,,,,,
501,Stewartstown,,"$85,414.03",,$0.00,"$132,970.00","$68,331.22"," $51,577.77 ",,,,,,
503,Stoddard,,"$148,661.19",,$0.00,"$316,481.45","$118,928.95"," $89,769.95 ",,,,,,
507,Strafford,,"$37,730.28",,$0.00,"$132,842.22","$30,184.22"," $22,783.65 ",,,,,,
511,Stratham,,"$9,810.02",,$0.00,"$57,365.99","$7,848.02"," $5,923.84 ",,,,,,
515,Sunapee,,"$237,965.20",,"$62,197.56","$633,054.54","$252,569.72"," $190,644.68 ",,,,,,
525,Tamworth,,"$72,471.61",,$0.00,"$167,583.55","$57,977.29"," $43,762.42 ",,,,,,
534,Timberlane Regional,,"$881,855.69",,"$166,595.00","$1,856,902.16","$872,079.55"," $658,263.09 ",,,,,,
539,Unity,,"$126,020.90",,"$78,451.31","$379,763.52","$179,268.04"," $135,315.10 ",,,,,,
543,Wakefield,,"$43,869.23",,$0.00,"$91,425.20","$35,095.38"," $26,490.70 ",,,,,,
551,Weare,,"$140,041.39",,$0.00,"$282,709.30","$112,033.11"," $84,564.83 ",,,,,,
563,Westmoreland,,"$50,387.60",,$0.00,"$97,943.57","$40,310.08"," $30,426.85 ",,,,,,
568,White Mountains Regional,,"$44,970.89",,$0.00,"$92,526.86","$35,976.71"," $27,155.94 ",,,,,,
572,Wilton-Lyndeboro Cooperative,,"$157,680.99",,"$80,803.05","$476,263.88","$206,947.84"," $156,208.37 ",,,,,,
573,Winchester,,"$195,411.78",,"$62,380.44","$448,016.10","$218,709.86"," $165,086.58 ",,,,,,
575,Windham,,"$559,415.86",,"$54,021.57","$1,421,888.90","$501,554.26"," $378,583.19 ",,,,,,
581,Winnacunnet Cooperative,,"$387,468.47",,"$161,750.45","$874,511.26","$471,725.23"," $356,067.64 ",,,,,,
582,Winnisquam Regional,,"$123,021.58",,"$209,995.13","$523,240.59","$308,412.39"," $232,795.84 ",,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
