,"November 20, 2015",,,,
Epping," 278,533.04 ",,,,
Epsom," 116,438.10 ",,,,
Errol," 3,763.96 ",,,,
Exeter Reg Coop," 862,135.03 ",,,,
Exeter," 263,928.88 ",,,,
Fall Mountain Reg," 472,169.97 ",,,,
Farmington," 323,211.25 ",,,,
,,,,,
Franklin," 321,028.15 ",,,,
Freedom," 42,909.14 ",,,,
Fremont," 166,047.10 ",,,,
Gilford," 316,737.23 ",,,,
Gilmanton," 55,123.19 ",,,,
Goffstown," 633,361.55 ",,,,
G-R-S Coop," 164,974.36 ",,,,
Goshen-Lempster Coop," 86,721.64 ",,,,
Governor Wentworth Reg.," 683,516.32 ",,,,
Grantham," 92,254.66 ",,,,
,,,,,
Greenland," 118,301.26 ",,,,
Hale's Location, -   ,,,,
Hampstead," 433,100.06 ",,,,
Hampton," 227,267.91 ",,,,
Hampton Falls," 49,270.24 ",,,,
Hanover," 91,972.36 ",,,,
Harrisville," 20,871.16 ",,,,
Hart's Location, -   ,,,,
Haverhill," 209,426.73 ",,,,
Henniker," 128,633.33 ",,,,
,,,,,
Hill," 29,660.00 ",,,,
Hillsboro-Deering Coop," 405,754.89 ",,,,
Hinsdale," 192,206.62 ",,,,
Holderness," 62,782.85 ",,,,
Hollis," 128,539.23 ",,,,
Hollis-Brookline Coop," 374,081.17 ",,,,
Hooksett," 458,582.07 ",,,,
Hopkinton," 309,453.97 ",,,,
Hudson," 930,112.16 ",,,,
Inter-Lakes Coop," 326,053.04 ",,,,
,,,,,
Jackson," 21,097.00 ",,,,
Jaffrey-Rindge Coop," 380,178.78 ",,,,
John Stark Regional," 239,858.35 ",,,,
Kearsarge Regional," 466,787.50 ",,,,
Keene," 987,456.09 ",,,,
Kensington," 32,934.65 ",,,,
Laconia," 610,326.11 ",,,,
Lafayette Regional," 15,055.84 ",,,,
Landaff," 9,409.90 ",,,,
Lebanon," 357,745.58 ",,,,
,,,,,
Lincoln-Woodstock Coop," 72,606.79 ",,,,
Lisbon Regional," 81,433.27 ",,,,
Litchfield," 342,689.74 ",,,,
Littleton," 224,181.46 ",,,,
Londonderry," 1,377,703.46 ",,,,
Lyme," 73,416.04 ",,,,
Madison," 82,506.00 ",,,,
Manchester," 4,271,925.22 ",,,,
Marlborough," 66,038.68 ",,,,
Marlow," 29,961.12 ",,,,
,,,,,
Mascenic Regional," 208,730.40 ",,,,
Mascoma Valley," 323,625.28 ",,,,
Mason," 52,695.44 ",,,,
Merrimack," 1,022,611.47 ",,,,
Merrimack Valley," 857,938.22 ",,,,
Middleton," 59,301.19 ",,,,
Milan," 54,050.47 ",,,,
Milford," 672,469.09 ",,,,
Milton," 172,765.76 ",,,,
Monadnock Regional," 436,544.08 ",,,,
,,,,,
Monroe," 32,708.81 ",,,,
Mont Vernon," 67,920.65 ",,,,
Moultonborough," 204,119.55 ",,,,
Nashua," 3,103,949.61 ",,,,
Nelson," 32,708.81 ",,,,
New Boston," 285,402.27 ",,,,
New Castle," 18,010.55 ",,,,
Newfields," 31,937.20 ",,,,
Newfound Area," 308,512.99 ",,,,
Newington," 28,549.64 ",,,,
,,,,,
Newmarket," 328,781.91 ",,,,
Newport," 302,245.99 ",,,,
North Hampton," 88,453.06 ",,,,
Northumberland," 116,174.63 ",,,,
Northwood," 217,613.35 ",,,,
Nottingham," 156,674.84 ",,,,
Oyster River Coop," 625,701.89 ",,,,
Pelham," 612,640.95 ",,,,
Pembroke," 261,821.06 ",,,,
Pemi-Baker Coop," 173,255.08 ",,,,
,,,,,
Piermont," 25,030.33 ",,,,
Pittsburg," 22,583.76 ",,,,
Pittsfield," 214,602.18 ",,,,
Plainfield," 84,820.84 ",,,,
Plymouth," 130,910.53 ",,,,
Portsmouth," 661,308.95 ",,,,
Profile Regional," 66,584.45 ",,,,
Raymond," 476,592.62 ",,,,
Rochester," 1,592,117.44 ",,,,
Rollinsford," 105,183.86 ",,,,
,,,,,
,,,,,
Rumney," 43,680.76 ",,,,
Rye," 158,763.83 ",,,,
Salem," 1,037,836.69 ",,,,
Sanborn Regional," 533,127.30 ",,,,
Seabrook," 159,064.95 ",,,,
Shaker Regional," 369,940.81 ",,,,
Somersworth," 558,251.73 ",,,,
Souhegan Coop," 256,570.34 ",,,,
South Hampton," 23,148.35 ",,,,
Stark," 3,763.96 ",,,,
,,,,,
Stewartstown," 38,994.63 ",,,,
Stoddard," 25,576.11 ",,,,
Strafford," 181,554.61 ",,,,
Stratford," 27,890.94 ",,,,
Stratham," 106,557.71 ",,,,
Sullivan," 17,690.61 ",,,,
Sunapee," 111,281.48 ",,,,
Surry," 11,122.50 ",,,,
Tamworth," 92,273.48 ",,,,
Thornton," 59,263.55 ",,,,
,,,,,
Timberlane Regional," 1,384,591.51 ",,,,
Unity," 59,037.71 ",,,,
Wakefield," 172,295.27 ",,,,
Warren," 27,909.76 ",,,,
Washington," 44,602.93 ",,,,
Waterville Valley," 11,291.88 ",,,,
Weare," 227,531.39 ",,,,
Wentworth," 19,948.99 ",,,,
Westmoreland," 53,994.01 ",,,,
White Mountains Regional," 342,388.62 ",,,,
,,,,,
Wilton-Lyndeborough Coop," 153,964.78 ",,,,
Winchester," 298,689.05 ",,,,
Windham," 832,061.00 ",,,,
Windsor," 8,468.91 ",,,,
Winnacunnet Coop," 301,756.67 ",,,,
Winnisquam Regional," 414,506.10 ",,,,
Orford," 31,363.20 ",,,,
,,,,,
Totals," 52,326,336.74 ",,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
